id,data,ticker,empresa,abertura,maxima,minima,fechamento,volume,variacao_percentual
1437,2025-10-02,PETR4,Petrobras,84.78,84.35,83.6,84.74,45514355,-0.05
1438,2025-07-29,BBDC4,Bradesco,97.88,99.28,98.94,96.66,14397298,-1.25
1439,2025-12-06,VALE3,Vale,114.06,114.92,115.78,112.69,4006855,-1.2
1440,2022-01-04,WEGE3,WEG,72.75,71.87,73.32,75.24,2762523,3.42
1441,2023-07-29,SUZB3,Suzano,64.6,63.32,65.78,64.65,43516190,0.08
1442,2023-02-23,WEGE3,WEG,196.35,195.42,193.5,198.54,8202083,1.12
1443,2023-05-09,PETR4,Petrobras,156.31,157.39,158.93,159.77,37744506,2.21
1444,2022-10-14,VALE3,Vale,190.81,191.49,187.65,195.81,25440309,2.62
1445,2022-01-22,SUZB3,Suzano,125.17,124.3,125.51,121.43,7362399,-2.99
1446,2024-01-02,RENT3,Localiza,193.79,197.52,189.48,191.58,22407986,-1.14
1447,2025-04-18,BBAS3,Banco do Brasil,155.85,155.51,154.81,159.68,10886571,2.46
1448,2025-01-05,ABEV3,Ambev,16.21,16.38,15.97,18.66,9795501,15.11
1449,2025-04-20,PETR4,Petrobras,112.88,111.78,110.6,115.56,46190414,2.37
1450,2023-07-19,ABEV3,Ambev,98.58,96.87,99.99,97.12,20486759,-1.48
1451,2022-02-16,VALE3,Vale,193.11,190.89,190.88,195.5,25998240,1.24
1452,2023-05-21,ABEV3,Ambev,130.87,132.73,134.07,129.22,16981022,-1.26
1453,2025-01-01,RENT3,Localiza,58.73,58.17,59.2,58.18,22126460,-0.94
1454,2023-08-02,PETR4,Petrobras,128.25,126.56,128.48,125.5,37605551,-2.14
1455,2023-11-16,ABEV3,Ambev,112.08,110.53,110.07,114.09,32213061,1.79
1456,2023-12-31,ABEV3,Ambev,152.65,151.03,152.13,155.23,27071515,1.69
1457,2025-04-05,VALE3,Vale,93.39,93.51,93.23,95.66,29135258,2.43
1458,2025-06-28,BBAS3,Banco do Brasil,103.67,105.54,100.58,103.96,45432699,0.28
1459,2025-12-29,ABEV3,Ambev,125.07,124.81,124.46,126.08,22126868,0.81
1460,2023-11-30,SUZB3,Suzano,108.53,107.74,107.19,104.65,5758733,-3.58
1461,2023-02-15,SUZB3,Suzano,191.34,194.01,191.6,192.7,7598168,0.71
1462,2023-10-21,RENT3,Localiza,39.16,39.05,40.24,40.71,23171097,3.96
1463,2024-12-19,SUZB3,Suzano,72.59,73.04,74.7,72.25,1189691,-0.47
1464,2022-12-23,BBAS3,Banco do Brasil,23.09,22.95,23.25,20.94,19775374,-9.31
1465,2025-03-21,RENT3,Localiza,114.29,114.31,116.13,116.6,42546752,2.02
1466,2023-12-15,BBAS3,Banco do Brasil,54.13,53.59,54.13,50.47,8031431,-6.76
1467,2023-06-21,PETR4,Petrobras,148.57,150.99,151.17,146.37,29046483,-1.48
1468,2022-04-28,SUZB3,Suzano,189.28,185.7,190.54,191.57,31457477,1.21
1469,2022-05-21,SUZB3,Suzano,82.65,81.39,81.92,83.18,38412564,0.64
1470,2024-10-27,SUZB3,Suzano,153.17,155.12,157.32,155.56,6161083,1.56
1471,2025-05-12,ABEV3,Ambev,79.4,78.47,78.35,76.98,16926414,-3.05
1472,2024-12-27,SUZB3,Suzano,36.17,35.6,36.22,33.32,33273212,-7.88
1473,2025-01-19,SUZB3,Suzano,84.64,83.03,85.94,86.95,1454975,2.73
1474,2025-04-02,PETR4,Petrobras,136.53,134.23,137.29,141.22,37064149,3.44
1475,2023-09-09,VALE3,Vale,43.06,42.69,42.1,38.16,34015481,-11.38
1476,2023-07-19,RENT3,Localiza,135.53,137.66,131.91,134.52,37461743,-0.75
1477,2023-03-05,VALE3,Vale,63.4,63.25,62.48,60.81,24768028,-4.09
1478,2022-06-18,VALE3,Vale,60.81,61.95,61.52,56.68,10677685,-6.79
1479,2022-05-02,VALE3,Vale,61.21,61.66,59.48,62.05,11215217,1.37
1480,2023-11-18,MGLU3,Magazine Luiza,95.36,96.6,96.07,98.72,5276779,3.52
1481,2025-10-31,MGLU3,Magazine Luiza,156.58,155.3,154.76,155.03,10608369,-0.99
1482,2023-05-05,BBAS3,Banco do Brasil,19.8,20.12,20.06,24.18,10931050,22.12
1483,2024-07-14,VALE3,Vale,44.56,44.86,44.54,44.67,13926546,0.25
1484,2023-10-07,WEGE3,WEG,190.85,192.77,195.44,194.48,11763187,1.9
1485,2024-04-05,BBDC4,Bradesco,160.57,157.5,157.5,162.98,26133831,1.5
1486,2024-03-17,BBDC4,Bradesco,165.91,169.2,161.47,163.94,34992060,-1.19
1487,2022-06-16,SUZB3,Suzano,59.77,59.13,60.2,61.72,48269904,3.26
1488,2024-12-15,RENT3,Localiza,102.81,104.33,103.77,101.41,18013966,-1.36
1489,2025-10-07,MGLU3,Magazine Luiza,189.04,188.55,187.42,190.01,18058400,0.51
1490,2025-05-21,BBAS3,Banco do Brasil,93.75,95.29,96.22,94.63,11622700,0.94
1491,2025-02-11,ITUB4,Itaú,178.31,177.79,183.56,174.61,35710912,-2.08
1492,2022-12-05,BBDC4,Bradesco,168.63,165.38,164.51,173.37,34195541,2.81
1493,2023-02-21,WEGE3,WEG,166.99,167.57,162.67,162.69,46295842,-2.58
1494,2024-08-30,MGLU3,Magazine Luiza,44.6,44.65,45.86,49.54,11048852,11.08
1495,2022-06-23,WEGE3,WEG,70.2,71.43,71.23,72.68,34374021,3.53
1496,2023-12-22,ITUB4,Itaú,58.32,57.52,59.29,58.41,5410900,0.15
1497,2025-11-25,PETR4,Petrobras,77.56,76.14,79.4,75.68,974576,-2.42
1498,2022-06-23,ABEV3,Ambev,193.21,194.66,193.33,189.08,46562867,-2.14
1499,2023-10-20,MGLU3,Magazine Luiza,144.02,144.2,144.47,140.46,19264280,-2.47
1500,2022-07-16,RENT3,Localiza,35.56,35.01,35.34,36.79,39100468,3.46
1501,2023-08-27,VALE3,Vale,116.77,116.23,119.56,118.47,24961659,1.46
1502,2024-09-08,WEGE3,WEG,141.23,140.81,137.41,141.16,23165073,-0.05
1503,2025-11-02,VALE3,Vale,46.32,46.8,45.51,44.09,26805267,-4.81
1504,2023-06-15,BBDC4,Bradesco,199.81,201.06,203.75,198.14,10324835,-0.84
1505,2024-05-14,BBDC4,Bradesco,158.46,159.62,158.98,153.8,32218727,-2.94
1506,2024-02-22,WEGE3,WEG,151.55,154.26,148.02,149.26,49694745,-1.51
1507,2023-04-08,BBDC4,Bradesco,91.59,90.69,94.04,92.8,33214541,1.32
1508,2025-10-21,PETR4,Petrobras,35.82,36.5,36.75,37.87,4232799,5.72
1509,2022-05-01,BBDC4,Bradesco,143.04,142.0,144.0,138.65,44373419,-3.07
1510,2025-12-10,ABEV3,Ambev,173.21,174.85,171.06,168.95,1790999,-2.46
1511,2022-11-28,VALE3,Vale,123.44,125.68,124.36,127.67,9798800,3.43
1512,2023-09-13,ABEV3,Ambev,172.8,175.95,174.11,175.87,5166382,1.78
1513,2025-05-09,MGLU3,Magazine Luiza,99.68,98.11,99.31,101.54,35430245,1.87
1514,2024-02-07,BBAS3,Banco do Brasil,149.26,150.47,152.07,147.68,40777829,-1.06
1515,2024-04-04,RENT3,Localiza,105.51,105.25,107.87,102.57,32102593,-2.79
1516,2023-06-16,MGLU3,Magazine Luiza,170.45,173.59,174.39,173.96,49370834,2.06
1517,2025-01-13,RENT3,Localiza,40.99,41.63,40.01,42.8,41717098,4.42
1518,2023-12-06,WEGE3,WEG,152.34,154.91,149.38,153.65,43144802,0.86
1519,2023-04-21,MGLU3,Magazine Luiza,79.54,78.72,80.08,84.53,46047086,6.27
1520,2022-04-19,ABEV3,Ambev,62.66,61.84,61.95,59.86,26334045,-4.47
1521,2022-06-20,ABEV3,Ambev,178.27,177.1,183.55,176.01,41443749,-1.27
1522,2024-05-28,SUZB3,Suzano,116.32,118.33,115.52,113.25,26701009,-2.64
1523,2023-08-24,BBDC4,Bradesco,46.28,46.48,45.08,42.1,25560804,-9.03
1524,2025-01-08,BBDC4,Bradesco,93.95,93.41,96.45,98.8,47878071,5.16
1525,2024-02-13,ITUB4,Itaú,52.31,53.27,51.5,48.73,22302638,-6.84
1526,2023-01-08,BBDC4,Bradesco,123.51,123.08,125.86,127.59,29983906,3.3
1527,2022-11-05,ABEV3,Ambev,154.82,154.65,156.95,153.15,4920811,-1.08
1528,2024-06-12,BBDC4,Bradesco,146.07,147.53,144.93,146.13,43317889,0.04
1529,2023-07-21,PETR4,Petrobras,21.66,21.48,21.59,25.94,142111,19.76
1530,2024-11-27,RENT3,Localiza,66.07,65.07,64.57,70.98,44673589,7.43
1531,2023-07-05,WEGE3,WEG,164.65,166.24,160.74,166.83,24346355,1.32
1532,2022-01-15,PETR4,Petrobras,28.83,28.91,28.91,28.83,15647963,-0.0
1533,2025-03-01,BBAS3,Banco do Brasil,87.84,87.53,88.53,91.23,39789290,3.86
1534,2022-07-05,BBAS3,Banco do Brasil,101.57,100.61,98.56,101.97,16055508,0.39
1535,2024-05-22,ITUB4,Itaú,106.18,108.08,108.95,105.85,41353057,-0.31
1536,2024-11-19,SUZB3,Suzano,41.95,42.77,43.07,39.19,11685458,-6.58
1537,2022-12-27,ABEV3,Ambev,48.3,47.96,47.38,50.93,8725245,5.45
1538,2022-10-03,ITUB4,Itaú,198.1,198.66,203.92,201.22,5012898,1.57
1539,2025-10-03,VALE3,Vale,172.29,174.93,171.55,173.69,424044,0.81
1540,2025-05-11,PETR4,Petrobras,42.63,41.9,43.25,39.6,8991566,-7.11
1541,2024-04-27,SUZB3,Suzano,22.22,22.36,22.5,17.38,23785060,-21.78
1542,2023-09-10,VALE3,Vale,77.02,76.78,75.12,81.32,32225220,5.58
1543,2024-05-19,VALE3,Vale,71.17,69.76,70.61,72.48,7224952,1.84
1544,2023-10-21,VALE3,Vale,159.22,160.77,161.47,157.36,8934308,-1.17
1545,2025-02-06,BBAS3,Banco do Brasil,32.99,32.42,32.15,37.85,36642831,14.73
1546,2025-08-31,ABEV3,Ambev,196.67,195.67,202.4,196.5,1591577,-0.09
1547,2023-03-16,WEGE3,WEG,130.98,129.09,132.77,130.79,12664866,-0.15
1548,2023-06-28,VALE3,Vale,162.49,162.67,161.11,164.79,37760883,1.42
1549,2025-04-25,RENT3,Localiza,161.58,161.27,159.24,165.68,33042857,2.54
1550,2024-03-31,BBAS3,Banco do Brasil,72.56,73.96,70.83,70.83,17525168,-2.38
1551,2025-05-02,SUZB3,Suzano,48.82,48.26,50.14,53.12,45150061,8.81
1552,2023-08-29,BBAS3,Banco do Brasil,159.58,159.24,161.72,159.27,573405,-0.19
1553,2022-12-13,VALE3,Vale,198.02,200.38,194.92,199.03,38065044,0.51
1554,2023-12-24,BBAS3,Banco do Brasil,111.23,109.26,113.87,114.11,29845968,2.59
1555,2025-01-06,BBDC4,Bradesco,123.82,122.07,122.54,128.18,5038706,3.52
1556,2023-08-01,ITUB4,Itaú,64.05,63.98,62.68,69.0,45772494,7.73
1557,2024-11-19,VALE3,Vale,136.49,134.6,133.73,134.19,33221842,-1.69
1558,2025-10-11,ABEV3,Ambev,27.17,26.79,27.3,27.82,12482517,2.39
1559,2024-02-16,BBDC4,Bradesco,111.53,110.31,111.28,109.01,18330428,-2.26
1560,2022-05-19,BBAS3,Banco do Brasil,57.75,57.57,58.19,54.22,8055902,-6.11
1561,2022-03-03,BBAS3,Banco do Brasil,178.9,177.16,177.49,179.42,9549358,0.29
1562,2022-02-19,MGLU3,Magazine Luiza,72.97,71.89,71.32,77.8,43584785,6.62
1563,2025-08-01,VALE3,Vale,196.38,192.7,194.44,197.71,41921267,0.68
1564,2024-09-13,ITUB4,Itaú,177.38,176.97,176.09,179.51,48199587,1.2
1565,2024-09-12,WEGE3,WEG,61.09,60.55,61.63,63.29,19246787,3.6
1566,2023-11-03,SUZB3,Suzano,195.75,191.84,197.34,196.58,30792133,0.42
1567,2023-09-01,SUZB3,Suzano,112.07,110.97,111.7,107.94,43511607,-3.69
1568,2024-09-05,PETR4,Petrobras,61.03,60.9,59.35,56.63,5907757,-7.21
1569,2024-03-30,PETR4,Petrobras,34.03,34.09,34.86,31.86,45302610,-6.38
1570,2025-03-17,SUZB3,Suzano,194.14,192.17,196.24,194.38,3844621,0.12
1571,2023-10-15,VALE3,Vale,95.75,96.02,97.52,97.68,7660518,2.02
1572,2024-07-21,VALE3,Vale,102.93,103.52,100.93,107.66,28758760,4.6
1573,2022-04-08,RENT3,Localiza,28.91,28.65,28.05,33.22,40241470,14.91
1574,2022-10-29,VALE3,Vale,28.07,28.16,27.81,32.47,21330220,15.68
1575,2023-05-23,SUZB3,Suzano,156.48,156.59,153.08,157.36,42257589,0.56
1576,2025-03-25,WEGE3,WEG,63.33,63.6,62.08,58.59,42631263,-7.48
1577,2023-02-19,BBDC4,Bradesco,59.36,60.25,60.05,63.22,9193757,6.5
1578,2024-06-08,SUZB3,Suzano,40.38,40.83,40.09,43.93,5438961,8.79
1579,2022-03-02,BBDC4,Bradesco,149.25,147.02,150.19,150.52,47881321,0.85
1580,2022-01-31,SUZB3,Suzano,194.38,197.9,195.59,191.64,20239450,-1.41
1581,2025-02-01,WEGE3,WEG,78.74,79.03,78.79,77.19,12681222,-1.97
1582,2024-02-19,MGLU3,Magazine Luiza,198.42,201.1,200.25,195.57,21594329,-1.44
1583,2023-10-29,VALE3,Vale,12.36,12.37,12.55,8.73,42535042,-29.37
1584,2025-10-19,PETR4,Petrobras,169.23,169.39,169.97,172.1,20280941,1.7
1585,2023-07-25,MGLU3,Magazine Luiza,116.84,116.7,118.6,121.04,29936832,3.59
1586,2022-08-22,VALE3,Vale,52.34,53.07,53.55,51.89,9246796,-0.86
1587,2022-01-30,SUZB3,Suzano,96.49,97.82,94.83,98.62,43867698,2.21
1588,2024-12-11,MGLU3,Magazine Luiza,62.39,62.27,62.31,58.58,19736437,-6.11
1589,2023-06-14,ITUB4,Itaú,170.37,167.15,170.18,169.99,17985291,-0.22
1590,2025-06-14,BBAS3,Banco do Brasil,136.58,137.59,135.91,140.91,37759103,3.17
1591,2025-08-22,WEGE3,WEG,47.72,46.85,49.05,52.2,49384986,9.39
1592,2025-07-29,BBAS3,Banco do Brasil,162.83,159.69,158.53,160.71,44289468,-1.3
1593,2025-12-26,BBDC4,Bradesco,94.26,93.25,94.56,89.73,34234121,-4.81
1594,2025-10-30,BBAS3,Banco do Brasil,178.56,179.57,183.24,177.12,19020996,-0.81
1595,2022-08-20,PETR4,Petrobras,61.42,62.13,60.29,63.29,5358945,3.04
1596,2022-05-10,SUZB3,Suzano,124.45,126.48,120.8,128.94,6385025,3.61
1597,2024-03-22,BBAS3,Banco do Brasil,54.79,54.7,56.38,59.23,36368700,8.1
1598,2025-06-23,MGLU3,Magazine Luiza,150.72,153.05,148.98,149.03,8391258,-1.12
1599,2023-05-31,SUZB3,Suzano,162.93,159.93,167.0,164.62,8229816,1.04
1600,2025-10-08,MGLU3,Magazine Luiza,140.7,141.5,137.74,141.3,34607791,0.43
1601,2023-03-13,MGLU3,Magazine Luiza,196.49,200.24,195.25,195.08,6668287,-0.72
1602,2023-05-05,BBAS3,Banco do Brasil,95.93,95.07,96.29,94.36,36789451,-1.64
1603,2024-03-03,SUZB3,Suzano,189.14,189.75,194.08,189.03,43595766,-0.06
1604,2023-07-08,BBAS3,Banco do Brasil,166.44,167.21,165.79,161.98,28782797,-2.68
1605,2025-02-27,BBAS3,Banco do Brasil,116.55,118.51,115.11,121.45,7031849,4.2
1606,2024-10-31,BBDC4,Bradesco,26.32,25.97,25.76,23.51,419137,-10.68
1607,2024-06-02,PETR4,Petrobras,96.91,98.08,99.59,93.26,30273835,-3.77
1608,2022-12-10,MGLU3,Magazine Luiza,196.73,196.15,197.68,196.12,20147979,-0.31
1609,2025-05-09,BBAS3,Banco do Brasil,37.06,37.2,36.55,33.7,10810132,-9.07
1610,2024-01-24,MGLU3,Magazine Luiza,115.58,116.47,112.43,112.26,26179339,-2.87
1611,2025-08-25,ABEV3,Ambev,135.33,133.17,136.76,135.95,49466711,0.46
1612,2024-07-03,ABEV3,Ambev,176.43,179.94,177.38,176.85,2294482,0.24
1613,2023-04-06,PETR4,Petrobras,130.69,130.46,132.43,133.39,38008314,2.07
1614,2024-08-07,MGLU3,Magazine Luiza,151.51,152.0,155.83,153.64,10255798,1.41
1615,2022-04-26,ABEV3,Ambev,29.84,29.86,29.82,30.05,18519731,0.7
1616,2022-06-08,BBDC4,Bradesco,170.95,172.63,167.52,175.82,43356742,2.85
1617,2024-07-16,WEGE3,WEG,105.0,103.75,102.32,109.96,32809823,4.72
1618,2022-05-27,VALE3,Vale,150.19,147.72,151.17,149.99,20785137,-0.13
1619,2025-08-20,VALE3,Vale,164.99,165.29,164.5,166.06,35853973,0.65
1620,2025-02-23,ABEV3,Ambev,165.16,165.38,162.8,167.05,44114017,1.14
1621,2025-03-05,MGLU3,Magazine Luiza,115.87,114.68,117.89,112.15,11446955,-3.21
1622,2024-03-26,ABEV3,Ambev,95.29,96.6,92.51,93.03,36882129,-2.37
1623,2025-07-31,BBDC4,Bradesco,111.73,113.37,114.95,111.08,20807620,-0.58
1624,2025-08-23,PETR4,Petrobras,89.96,88.18,87.42,91.32,22572811,1.51
1625,2023-04-28,SUZB3,Suzano,49.1,49.81,48.34,49.46,6694434,0.73
1626,2023-09-02,WEGE3,WEG,124.59,126.51,125.65,122.65,20001922,-1.56
1627,2022-11-07,RENT3,Localiza,63.48,62.58,61.64,66.1,5604427,4.13
1628,2025-11-02,RENT3,Localiza,47.25,48.01,48.43,47.7,27909544,0.95
1629,2023-02-21,BBAS3,Banco do Brasil,99.57,101.32,99.32,97.28,9655516,-2.3
1630,2022-03-24,MGLU3,Magazine Luiza,74.69,74.01,73.67,74.49,45342597,-0.27
1631,2023-08-04,MGLU3,Magazine Luiza,23.59,23.97,23.84,20.49,14273463,-13.14
1632,2023-06-01,BBDC4,Bradesco,168.59,165.35,170.89,171.55,49414203,1.76
1633,2025-09-18,ABEV3,Ambev,16.86,16.93,17.15,19.11,6875350,13.35
1634,2025-07-26,BBDC4,Bradesco,60.58,59.81,60.34,64.33,24241018,6.19
1635,2024-02-23,SUZB3,Suzano,22.37,22.36,22.66,25.6,781143,14.44
1636,2023-05-18,BBDC4,Bradesco,72.3,73.21,71.14,74.15,40790060,2.56
1637,2024-02-22,BBDC4,Bradesco,148.58,148.86,151.83,144.88,4496464,-2.49
1638,2024-09-21,ABEV3,Ambev,95.58,96.74,93.35,94.92,20631125,-0.69
1639,2024-07-07,WEGE3,WEG,153.27,155.69,152.26,152.74,19255704,-0.35
1640,2024-10-21,ITUB4,Itaú,191.48,191.91,196.32,193.45,13748837,1.03
1641,2023-09-14,PETR4,Petrobras,158.3,157.8,155.16,158.36,37709216,0.04
1642,2023-11-25,MGLU3,Magazine Luiza,98.51,99.29,99.76,100.1,10542130,1.61
1643,2024-05-12,RENT3,Localiza,85.98,85.19,86.03,88.39,29822791,2.8
1644,2023-12-18,BBDC4,Bradesco,195.97,193.21,193.96,193.37,41885240,-1.33
1645,2025-12-14,ITUB4,Itaú,111.69,111.33,113.54,114.4,30672912,2.43
1646,2024-08-15,BBDC4,Bradesco,36.55,36.02,36.02,37.64,13820419,2.98
1647,2022-03-01,BBAS3,Banco do Brasil,189.46,186.72,189.25,188.53,22919260,-0.49
1648,2023-02-09,BBDC4,Bradesco,126.56,125.18,128.12,130.18,46910353,2.86
1649,2022-11-07,RENT3,Localiza,91.1,92.35,89.74,92.71,31215157,1.77
1650,2022-12-15,WEGE3,WEG,97.75,96.05,100.51,98.85,10297875,1.13
1651,2025-03-06,VALE3,Vale,139.28,139.93,143.04,138.39,30057489,-0.64
1652,2023-05-03,VALE3,Vale,113.29,113.26,113.96,117.69,38524206,3.88
1653,2023-02-24,SUZB3,Suzano,47.95,47.51,47.29,47.61,43584847,-0.71
1654,2025-03-15,ABEV3,Ambev,80.44,80.47,78.41,80.71,1821044,0.34
1655,2022-04-06,MGLU3,Magazine Luiza,167.38,169.63,166.52,170.15,16579170,1.65
1656,2023-03-26,SUZB3,Suzano,79.08,77.76,78.65,82.46,24215674,4.27
1657,2024-06-21,PETR4,Petrobras,112.16,112.24,113.28,107.53,42052642,-4.13
1658,2025-04-09,SUZB3,Suzano,180.94,179.52,181.12,183.04,1503688,1.16
1659,2023-10-25,VALE3,Vale,35.15,35.72,34.38,30.29,13361037,-13.83
1660,2025-01-31,SUZB3,Suzano,128.55,128.1,126.68,124.54,34063726,-3.12
1661,2023-09-04,ABEV3,Ambev,162.38,162.22,157.93,167.35,16552681,3.06
1662,2025-05-22,MGLU3,Magazine Luiza,199.2,201.4,197.03,199.93,4903732,0.37
1663,2024-10-23,ITUB4,Itaú,128.52,127.12,126.48,131.29,27929440,2.16
1664,2024-10-06,RENT3,Localiza,159.02,158.42,156.65,158.63,43415107,-0.25
1665,2025-07-02,SUZB3,Suzano,145.01,142.84,148.07,142.45,13078139,-1.77
1666,2023-01-13,ITUB4,Itaú,38.39,38.34,38.24,34.21,24433618,-10.89
1667,2023-06-16,BBDC4,Bradesco,180.91,183.34,181.66,180.47,32491632,-0.24
1668,2025-11-18,BBAS3,Banco do Brasil,105.49,104.95,103.6,108.9,38502146,3.23
1669,2022-07-26,SUZB3,Suzano,133.42,133.77,130.61,134.82,31781457,1.05
1670,2022-08-17,ITUB4,Itaú,105.42,104.19,108.31,101.84,9477066,-3.4
1671,2022-05-17,VALE3,Vale,14.94,14.97,15.0,11.54,11597459,-22.76
1672,2023-01-10,MGLU3,Magazine Luiza,140.32,139.4,136.95,141.97,42419943,1.18
1673,2023-06-08,RENT3,Localiza,116.81,116.36,120.29,115.22,46214876,-1.36
1674,2022-12-15,VALE3,Vale,127.79,125.25,130.35,128.29,1115202,0.39
1675,2024-12-17,RENT3,Localiza,53.0,53.4,52.07,48.36,23799820,-8.75
1676,2024-10-18,ABEV3,Ambev,30.68,30.22,29.88,27.85,32035239,-9.22
1677,2024-09-20,BBDC4,Bradesco,74.45,75.68,76.03,78.39,14081841,5.29
1678,2025-04-25,MGLU3,Magazine Luiza,169.84,169.58,166.98,165.49,48641400,-2.56
1679,2023-08-02,PETR4,Petrobras,39.85,40.59,39.13,39.67,279294,-0.45
1680,2025-06-09,ABEV3,Ambev,85.34,83.67,84.13,88.75,6741377,4.0
1681,2024-09-07,SUZB3,Suzano,54.91,55.88,55.01,55.67,43646994,1.38
1682,2022-09-02,RENT3,Localiza,19.7,19.65,19.57,24.64,912022,25.08
1683,2023-02-17,ABEV3,Ambev,192.69,194.73,189.44,190.16,41554718,-1.31
1684,2024-01-13,SUZB3,Suzano,193.95,193.12,199.43,189.57,28212040,-2.26
1685,2025-06-29,BBAS3,Banco do Brasil,165.73,162.65,166.48,170.52,43365750,2.89
1686,2022-01-06,RENT3,Localiza,53.22,52.6,52.84,53.87,17204239,1.22
1687,2022-07-02,BBAS3,Banco do Brasil,70.43,70.19,69.19,67.68,6445173,-3.9
1688,2024-05-09,PETR4,Petrobras,175.47,176.83,171.08,170.77,31273033,-2.68
1689,2025-07-03,BBDC4,Bradesco,156.81,157.09,152.33,161.8,1217257,3.18
1690,2023-11-10,MGLU3,Magazine Luiza,57.41,58.28,57.46,52.7,21526032,-8.2
1691,2023-12-24,SUZB3,Suzano,125.28,125.52,121.95,125.61,41050916,0.26
1692,2025-07-10,ITUB4,Itaú,174.68,171.92,169.89,174.53,22343086,-0.09
1693,2022-07-24,BBAS3,Banco do Brasil,135.94,136.65,132.6,133.87,40583651,-1.52
1694,2025-02-12,PETR4,Petrobras,121.22,120.02,124.51,121.48,47225118,0.21
1695,2025-10-24,BBAS3,Banco do Brasil,18.85,18.94,18.62,16.6,39241606,-11.94
1696,2023-01-21,SUZB3,Suzano,109.81,109.34,112.11,107.48,39953428,-2.12
1697,2023-03-15,WEGE3,WEG,107.6,108.95,109.91,112.47,30427195,4.53
1698,2023-05-19,SUZB3,Suzano,192.54,195.63,188.65,191.77,39065721,-0.4
1699,2024-08-27,VALE3,Vale,74.66,75.64,73.01,73.2,48818647,-1.96
1700,2024-07-05,BBAS3,Banco do Brasil,161.84,164.39,161.84,165.91,2323234,2.51
1701,2023-01-23,ABEV3,Ambev,174.63,173.05,177.04,174.66,45070174,0.02
1702,2024-02-21,BBDC4,Bradesco,50.82,50.72,49.37,47.16,40520099,-7.2
1703,2023-05-25,WEGE3,WEG,75.34,75.4,75.12,70.93,21481768,-5.85
1704,2024-09-06,BBAS3,Banco do Brasil,133.01,131.1,132.88,130.79,39001763,-1.67
1705,2024-10-21,VALE3,Vale,94.24,93.96,91.72,90.47,13101667,-4.0
1706,2024-01-17,VALE3,Vale,75.42,74.63,75.93,74.52,11272611,-1.19
1707,2023-08-16,WEGE3,WEG,187.62,189.11,188.89,185.73,35540448,-1.01
1708,2024-07-24,ABEV3,Ambev,30.59,29.99,30.95,26.31,3654152,-13.99
1709,2022-03-16,RENT3,Localiza,68.25,67.16,69.74,73.01,22857075,6.97
1710,2024-07-14,ITUB4,Itaú,94.25,94.99,92.95,91.42,30911225,-3.0
1711,2023-01-12,SUZB3,Suzano,71.3,72.19,69.84,67.08,20748799,-5.92
1712,2022-01-17,VALE3,Vale,88.82,88.77,89.7,84.18,16473621,-5.22
1713,2023-05-28,BBDC4,Bradesco,153.69,155.65,152.46,155.61,32353788,1.25
1714,2024-06-09,PETR4,Petrobras,187.85,185.96,189.81,183.71,6287168,-2.2
1715,2025-02-18,ITUB4,Itaú,31.32,31.33,31.95,30.48,40066289,-2.68
1716,2023-02-18,WEGE3,WEG,70.41,71.48,70.12,69.15,40298100,-1.79
1717,2024-09-06,RENT3,Localiza,44.94,45.73,45.43,46.26,45839848,2.94
1718,2022-05-21,PETR4,Petrobras,73.55,73.98,72.66,73.38,43614066,-0.23
1719,2023-09-05,PETR4,Petrobras,20.48,20.77,19.89,18.3,38428029,-10.64
1720,2022-10-10,PETR4,Petrobras,162.27,164.15,158.43,157.47,49736178,-2.96
1721,2023-05-22,ITUB4,Itaú,147.93,148.27,148.27,146.58,47297255,-0.91
1722,2024-11-16,BBDC4,Bradesco,92.51,94.27,93.1,97.45,1363480,5.34
1723,2024-05-27,PETR4,Petrobras,64.31,65.49,62.42,59.53,7170502,-7.43
1724,2022-03-04,SUZB3,Suzano,50.88,51.38,52.12,49.73,38152590,-2.26
1725,2023-11-04,BBDC4,Bradesco,135.41,136.21,135.83,131.04,43958153,-3.23
1726,2023-04-21,BBAS3,Banco do Brasil,110.83,110.01,110.29,114.56,8943704,3.37
1727,2025-03-02,PETR4,Petrobras,70.38,69.56,72.08,72.11,43242605,2.46
1728,2023-03-09,BBAS3,Banco do Brasil,25.16,25.35,25.03,22.24,31426598,-11.61
1729,2023-06-17,BBAS3,Banco do Brasil,177.45,179.79,178.51,173.01,34139122,-2.5
1730,2022-09-23,ITUB4,Itaú,167.61,166.21,168.56,170.72,48424978,1.86
1731,2023-02-23,PETR4,Petrobras,187.33,187.4,187.52,186.3,47753867,-0.55
1732,2022-08-19,WEGE3,WEG,187.01,186.91,184.14,189.77,36451337,1.48
1733,2025-10-10,ITUB4,Itaú,12.87,12.86,12.88,14.15,10584425,9.95
1734,2022-11-30,PETR4,Petrobras,82.75,83.62,81.32,84.02,41538504,1.53
1735,2024-01-09,MGLU3,Magazine Luiza,192.14,191.12,196.23,193.9,5739118,0.92
1736,2024-02-29,VALE3,Vale,162.29,164.97,166.16,163.71,3021862,0.87
1737,2022-02-10,ITUB4,Itaú,76.13,75.14,76.09,79.32,21891907,4.19
1738,2024-03-23,RENT3,Localiza,114.23,115.17,111.22,111.18,2522835,-2.67
1739,2025-09-04,BBAS3,Banco do Brasil,117.62,119.06,117.96,115.68,47814419,-1.65
